Model,Company,scale,metric,value,per_query_value,per_query_unit
Llama 3.1 405B Latency Optimized,Meta,100B,pools_kL,1447.4783757621733,36.186959394054334,mL
Llama 3.1 405B Latency Optimized,Meta,1B,flights_tCO2e,34.28162288028681,2.0568973728172084,gCO2e
Llama 3.1 405B Latency Optimized,Meta,50B,flights_tCO2e,1714.0811440143405,2.0568973728172084,gCO2e
Llama 3.1 405B Latency Optimized,Meta,100B,flights_tCO2e,3428.162288028681,2.0568973728172084,gCO2e
Llama 3.1 405B Standard,Meta,1B,energy_MWh,25201.718910218107,25.20171891021811,Wh
Llama 3.1 405B Standard,Meta,50B,energy_MWh,1260085.9455109057,25.20171891021811,Wh
Llama 3.1 405B Standard,Meta,100B,energy_MWh,2520171.891021811,25.20171891021811,Wh
Llama 3.1 405B Standard,Meta,1B,water_kL,133012.01959561429,133.01201959561428,mL
Llama 3.1 405B Standard,Meta,50B,water_kL,6650600.979780714,133.01201959561428,mL
Llama 3.1 405B Standard,Meta,100B,water_kL,13301201.959561428,133.01201959561428,mL
Llama 3.1 405B Standard,Meta,1B,carbon_tCO2e,7560.515673065432,7.560515673065431,gCO2e
Llama 3.1 405B Standard,Meta,50B,carbon_tCO2e,378025.7836532716,7.560515673065431,gCO2e
Llama 3.1 405B Standard,Meta,100B,carbon_tCO2e,756051.5673065431,7.560515673065431,gCO2e
Llama 3.1 405B Standard,Meta,1B,households_MWh,23015.26841115809,25.20171891021811,Wh
Llama 3.1 405B Standard,Meta,50B,households_MWh,1150763.4205579043,25.20171891021811,Wh
Llama 3.1 405B Standard,Meta,100B,households_MWh,2301526.841115809,25.20171891021811,Wh
Llama 3.1 405B Standard,Meta,1B,pools_kL,53.20480783824571,133.01201959561428,mL
Llama 3.1 405B Standard,Meta,50B,pools_kL,2660.2403919122858,133.01201959561428,mL
Llama 3.1 405B Standard,Meta,100B,pools_kL,5320.480783824572,133.01201959561428,mL
Llama 3.1 405B Standard,Meta,1B,flights_tCO2e,126.00859455109052,7.560515673065431,gCO2e
Llama 3.1 405B Standard,Meta,50B,flights_tCO2e,6300.429727554526,7.560515673065431,gCO2e
Llama 3.1 405B Standard,Meta,100B,flights_tCO2e,12600.859455109052,7.560515673065431,gCO2e
Llama 3.3 70B,Meta,1B,energy_MWh,1447.1097702111483,1.4471097702111486,Wh
Llama 3.3 70B,Meta,50B,energy_MWh,72355.48851055744,1.4471097702111486,Wh
Llama 3.3 70B,Meta,100B,energy_MWh,144710.97702111487,1.4471097702111486,Wh
Llama 3.3 70B,Meta,1B,water_kL,7637.69303983021,7.63769303983021,mL
Llama 3.3 70B,Meta,50B,water_kL,381884.6519915105,7.63769303983021,mL
Llama 3.3 70B,Meta,100B,water_kL,763769.3039830211,7.63769303983021,mL
Llama 3.3 70B,Meta,1B,carbon_tCO2e,434.1329310633445,0.4341329310633445,gCO2e
Llama 3.3 70B,Meta,50B,carbon_tCO2e,21706.64655316723,0.4341329310633445,gCO2e
Llama 3.3 70B,Meta,100B,carbon_tCO2e,43413.29310633446,0.4341329310633445,gCO2e
Llama 3.3 70B,Meta,1B,households_MWh,1321.561433982784,1.4471097702111486,Wh
Llama 3.3 70B,Meta,50B,households_MWh,66078.07169913921,1.4471097702111486,Wh
Llama 3.3 70B,Meta,100B,households_MWh,132156.1433982784,1.4471097702111486,Wh
Llama 3.3 70B,Meta,1B,pools_kL,3.055077215932084,7.63769303983021,mL
Llama 3.3 70B,Meta,50B,pools_kL,152.75386079660422,7.63769303983021,mL
Llama 3.3 70B,Meta,100B,pools_kL,305.50772159320843,7.63769303983021,mL
Llama 3.3 70B,Meta,1B,flights_tCO2e,7.235548851055742,0.4341329310633445,gCO2e
Llama 3.3 70B,Meta,50B,flights_tCO2e,361.7774425527872,0.4341329310633445,gCO2e
Llama 3.3 70B,Meta,100B,flights_tCO2e,723.5548851055743,0.4341329310633445,gCO2e
GPT-4.1 nano,OpenAI,1B,energy_MWh,826.9641768936486,0.8269641768936487,Wh
GPT-4.1 nano,OpenAI,50B,energy_MWh,41348.20884468244,0.8269641768936487,Wh
GPT-4.1 nano,OpenAI,100B,energy_MWh,82696.41768936487,0.8269641768936487,Wh
GPT-4.1 nano,OpenAI,1B,water_kL,3818.802431155313,3.818802431155313,mL
GPT-4.1 nano,OpenAI,50B,water_kL,190940.12155776564,3.818802431155313,mL
GPT-4.1 nano,OpenAI,100B,water_kL,381880.2431155313,3.818802431155313,mL
GPT-4.1 nano,OpenAI,1B,carbon_tCO2e,281.1678201438406,0.2811678201438405,gCO2e
GPT-4.1 nano,OpenAI,50B,carbon_tCO2e,14058.391007192027,0.2811678201438405,gCO2e
GPT-4.1 nano,OpenAI,100B,carbon_tCO2e,28116.782014384054,0.2811678201438405,gCO2e
GPT-4.1 nano,OpenAI,1B,households_MWh,755.2184263868937,0.8269641768936487,Wh
GPT-4.1 nano,OpenAI,50B,households_MWh,37760.92131934469,0.8269641768936487,Wh
GPT-4.1 nano,OpenAI,100B,households_MWh,75521.84263868937,0.8269641768936487,Wh
GPT-4.1 nano,OpenAI,1B,pools_kL,1.5275209724621253,3.818802431155313,mL
GPT-4.1 nano,OpenAI,50B,pools_kL,76.37604862310626,3.818802431155313,mL
GPT-4.1 nano,OpenAI,100B,pools_kL,152.75209724621251,3.818802431155313,mL
GPT-4.1 nano,OpenAI,1B,flights_tCO2e,4.6861303357306765,0.2811678201438405,gCO2e
GPT-4.1 nano,OpenAI,50B,flights_tCO2e,234.30651678653385,0.2811678201438405,gCO2e
GPT-4.1 nano,OpenAI,100B,flights_tCO2e,468.6130335730677,0.2811678201438405,gCO2e
GPT-4o (Nov),OpenAI,1B,energy_MWh,3009.2937927064822,3.0092937927064822,Wh
GPT-4o (Nov),OpenAI,50B,energy_MWh,150464.68963532412,3.0092937927064822,Wh
GPT-4o (Nov),OpenAI,100B,energy_MWh,300929.3792706482,3.0092937927064822,Wh
GPT-4o (Nov),OpenAI,1B,water_kL,13896.488835605289,13.896488835605288,mL
GPT-4o (Nov),OpenAI,50B,water_kL,694824.4417802644,13.896488835605288,mL
GPT-4o (Nov),OpenAI,100B,water_kL,1389648.8835605287,13.896488835605288,mL
GPT-4o (Nov),OpenAI,1B,carbon_tCO2e,1023.1598895202038,1.023159889520204,gCO2e
GPT-4o (Nov),OpenAI,50B,carbon_tCO2e,51157.99447601019,1.023159889520204,gCO2e
GPT-4o (Nov),OpenAI,100B,carbon_tCO2e,102315.9889520204,1.023159889520204,gCO2e
GPT-4o (Nov),OpenAI,1B,households_MWh,2748.2135093209886,3.0092937927064822,Wh
GPT-4o (Nov),OpenAI,50B,households_MWh,137410.67546604943,3.0092937927064822,Wh
GPT-4o (Nov),OpenAI,100B,households_MWh,274821.35093209887,3.0092937927064822,Wh
GPT-4o (Nov),OpenAI,1B,pools_kL,5.558595534242115,13.896488835605288,mL
GPT-4o (Nov),OpenAI,50B,pools_kL,277.92977671210576,13.896488835605288,mL
GPT-4o (Nov),OpenAI,100B,pools_kL,555.8595534242115,13.896488835605288,mL
GPT-4o (Nov),OpenAI,1B,flights_tCO2e,17.05266482533673,1.023159889520204,gCO2e
GPT-4o (Nov),OpenAI,50B,flights_tCO2e,852.6332412668365,1.023159889520204,gCO2e
GPT-4o (Nov),OpenAI,100B,flights_tCO2e,1705.266482533673,1.023159889520204,gCO2e
Mistral Large 2 (Azure),Mistral AI,1B,energy_MWh,9025.191325375872,9.025191325375872,Wh
Mistral Large 2 (Azure),Mistral AI,50B,energy_MWh,451259.5662687936,9.025191325375872,Wh
Mistral Large 2 (Azure),Mistral AI,100B,energy_MWh,902519.1325375872,9.025191325375872,Wh
Mistral Large 2 (Azure),Mistral AI,1B,water_kL,41677.0442275393,41.6770442275393,mL
Mistral Large 2 (Azure),Mistral AI,50B,water_kL,2083852.211376965,41.6770442275393,mL
Mistral Large 2 (Azure),Mistral AI,100B,water_kL,4167704.42275393,41.6770442275393,mL
Mistral Large 2 (Azure),Mistral AI,1B,carbon_tCO2e,3068.565050627797,3.068565050627797,gCO2e
Mistral Large 2 (Azure),Mistral AI,50B,carbon_tCO2e,153428.25253138985,3.068565050627797,gCO2e
Mistral Large 2 (Azure),Mistral AI,100B,carbon_tCO2e,306856.5050627797,3.068565050627797,gCO2e
Mistral Large 2 (Azure),Mistral AI,1B,households_MWh,8242.183858790751,9.025191325375872,Wh
Mistral Large 2 (Azure),Mistral AI,50B,households_MWh,412109.1929395375,9.025191325375872,Wh
Mistral Large 2 (Azure),Mistral AI,100B,households_MWh,824218.3858790752,9.025191325375872,Wh
Mistral Large 2 (Azure),Mistral AI,1B,pools_kL,16.67081769101572,41.6770442275393,mL
Mistral Large 2 (Azure),Mistral AI,50B,pools_kL,833.540884550786,41.6770442275393,mL
Mistral Large 2 (Azure),Mistral AI,100B,pools_kL,1667.081769101572,41.6770442275393,mL
Mistral Large 2 (Azure),Mistral AI,1B,flights_tCO2e,51.14275084379662,3.068565050627797,gCO2e
Mistral Large 2 (Azure),Mistral AI,50B,flights_tCO2e,2557.137542189831,3.068565050627797,gCO2e
Mistral Large 2 (Azure),Mistral AI,100B,flights_tCO2e,5114.275084379662,3.068565050627797,gCO2e
Llama 3.1 70B Standard,Meta,1B,energy_MWh,19182.9589178756,19.182958917875595,Wh
Llama 3.1 70B Standard,Meta,50B,energy_MWh,959147.9458937796,19.182958917875595,Wh
Llama 3.1 70B Standard,Meta,100B,energy_MWh,1918295.8917875595,19.182958917875595,Wh
Llama 3.1 70B Standard,Meta,1B,water_kL,101245.63790971394,101.24563790971396,mL
Llama 3.1 70B Standard,Meta,50B,water_kL,5062281.895485697,101.24563790971396,mL
Llama 3.1 70B Standard,Meta,100B,water_kL,10124563.790971396,101.24563790971396,mL
Llama 3.1 70B Standard,Meta,1B,carbon_tCO2e,5754.887675362679,5.754887675362679,gCO2e
Llama 3.1 70B Standard,Meta,50B,carbon_tCO2e,287744.38376813394,5.754887675362679,gCO2e
Llama 3.1 70B Standard,Meta,100B,carbon_tCO2e,575488.7675362679,5.754887675362679,gCO2e
Llama 3.1 70B Standard,Meta,1B,households_MWh,17518.683943265383,19.182958917875595,Wh
Llama 3.1 70B Standard,Meta,50B,households_MWh,875934.1971632692,19.182958917875595,Wh
Llama 3.1 70B Standard,Meta,100B,households_MWh,1751868.3943265383,19.182958917875595,Wh
Llama 3.1 70B Standard,Meta,1B,pools_kL,40.49825516388557,101.24563790971396,mL
Llama 3.1 70B Standard,Meta,50B,pools_kL,2024.912758194279,101.24563790971396,mL
Llama 3.1 70B Standard,Meta,100B,pools_kL,4049.825516388558,101.24563790971396,mL
Llama 3.1 70B Standard,Meta,1B,flights_tCO2e,95.914794589378,5.754887675362679,gCO2e
Llama 3.1 70B Standard,Meta,50B,flights_tCO2e,4795.739729468899,5.754887675362679,gCO2e
Llama 3.1 70B Standard,Meta,100B,flights_tCO2e,9591.479458937798,5.754887675362679,gCO2e
Llama 3.1 70B Latency Optimized,Meta,1B,energy_MWh,2262.5554782030117,2.2625554782030117,Wh
Llama 3.1 70B Latency Optimized,Meta,50B,energy_MWh,113127.77391015056,2.2625554782030117,Wh
Llama 3.1 70B Latency Optimized,Meta,100B,energy_MWh,226255.54782030117,2.2625554782030117,Wh
Llama 3.1 70B Latency Optimized,Meta,1B,water_kL,11941.529650220946,11.941529650220946,mL
Llama 3.1 70B Latency Optimized,Meta,50B,water_kL,597076.4825110473,11.941529650220946,mL
Llama 3.1 70B Latency Optimized,Meta,100B,water_kL,1194152.9650220943,11.941529650220946,mL
Llama 3.1 70B Latency Optimized,Meta,1B,carbon_tCO2e,678.7666434609033,0.6787666434609033,gCO2e
Llama 3.1 70B Latency Optimized,Meta,50B,carbon_tCO2e,33938.33217304517,0.6787666434609033,gCO2e
Llama 3.1 70B Latency Optimized,Meta,100B,carbon_tCO2e,67876.66434609034,0.6787666434609033,gCO2e
Llama 3.1 70B Latency Optimized,Meta,1B,households_MWh,2066.2607106876817,2.2625554782030117,Wh
Llama 3.1 70B Latency Optimized,Meta,50B,households_MWh,103313.0355343841,2.2625554782030117,Wh
Llama 3.1 70B Latency Optimized,Meta,100B,households_MWh,206626.07106876816,2.2625554782030117,Wh
Llama 3.1 70B Latency Optimized,Meta,1B,pools_kL,4.776611860088378,11.941529650220946,mL
Llama 3.1 70B Latency Optimized,Meta,50B,pools_kL,238.8305930044189,11.941529650220946,mL
Llama 3.1 70B Latency Optimized,Meta,100B,pools_kL,477.6611860088378,11.941529650220946,mL
Llama 3.1 70B Latency Optimized,Meta,1B,flights_tCO2e,11.312777391015056,0.6787666434609033,gCO2e
Llama 3.1 70B Latency Optimized,Meta,50B,flights_tCO2e,565.6388695507528,0.6787666434609033,gCO2e
Llama 3.1 70B Latency Optimized,Meta,100B,flights_tCO2e,1131.2777391015056,0.6787666434609033,gCO2e
Llama 3.1 8B,Meta,1B,energy_MWh,443.0452862834718,0.4430452862834718,Wh
Llama 3.1 8B,Meta,50B,energy_MWh,22152.26431417359,0.4430452862834718,Wh
Llama 3.1 8B,Meta,100B,energy_MWh,44304.52862834717,0.4430452862834718,Wh
Llama 3.1 8B,Meta,1B,water_kL,2338.34638465824,2.33834638465824,mL
Llama 3.1 8B,Meta,50B,water_kL,116917.319232912,2.33834638465824,mL
Llama 3.1 8B,Meta,100B,water_kL,233834.638465824,2.33834638465824,mL
Llama 3.1 8B,Meta,1B,carbon_tCO2e,132.91358588504153,0.1329135858850415,gCO2e
Llama 3.1 8B,Meta,50B,carbon_tCO2e,6645.679294252077,0.1329135858850415,gCO2e
Llama 3.1 8B,Meta,100B,carbon_tCO2e,13291.358588504154,0.1329135858850415,gCO2e
Llama 3.1 8B,Meta,1B,households_MWh,404.60756738216605,0.4430452862834718,Wh
Llama 3.1 8B,Meta,50B,households_MWh,20230.3783691083,0.4430452862834718,Wh
Llama 3.1 8B,Meta,100B,households_MWh,40460.7567382166,0.4430452862834718,Wh
Llama 3.1 8B,Meta,1B,pools_kL,0.935338553863296,2.33834638465824,mL
Llama 3.1 8B,Meta,50B,pools_kL,46.7669276931648,2.33834638465824,mL
Llama 3.1 8B,Meta,100B,pools_kL,93.5338553863296,2.33834638465824,mL
Llama 3.1 8B,Meta,1B,flights_tCO2e,2.215226431417358,0.1329135858850415,gCO2e
Llama 3.1 8B,Meta,50B,flights_tCO2e,110.76132157086796,0.1329135858850415,gCO2e
Llama 3.1 8B,Meta,100B,flights_tCO2e,221.5226431417359,0.1329135858850415,gCO2e
Llama 3.2 11B (Vision),Meta,1B,energy_MWh,1086.6562486114924,1.0866562486114923,Wh
Llama 3.2 11B (Vision),Meta,50B,energy_MWh,54332.81243057462,1.0866562486114923,Wh
Llama 3.2 11B (Vision),Meta,100B,energy_MWh,108665.62486114923,1.0866562486114923,Wh
Llama 3.2 11B (Vision),Meta,1B,water_kL,5735.257295303182,5.735257295303183,mL
Llama 3.2 11B (Vision),Meta,50B,water_kL,286762.86476515915,5.735257295303183,mL
Llama 3.2 11B (Vision),Meta,100B,water_kL,573525.7295303183,5.735257295303183,mL
Llama 3.2 11B (Vision),Meta,1B,carbon_tCO2e,325.9968745834478,0.3259968745834478,gCO2e
Llama 3.2 11B (Vision),Meta,50B,carbon_tCO2e,16299.843729172388,0.3259968745834478,gCO2e
Llama 3.2 11B (Vision),Meta,100B,carbon_tCO2e,32599.68745834477,0.3259968745834478,gCO2e
Llama 3.2 11B (Vision),Meta,1B,households_MWh,992.380135718258,1.0866562486114923,Wh
Llama 3.2 11B (Vision),Meta,50B,households_MWh,49619.00678591289,1.0866562486114923,Wh
Llama 3.2 11B (Vision),Meta,100B,households_MWh,99238.0135718258,1.0866562486114923,Wh
Llama 3.2 11B (Vision),Meta,1B,pools_kL,2.294102918121273,5.735257295303183,mL
Llama 3.2 11B (Vision),Meta,50B,pools_kL,114.70514590606366,5.735257295303183,mL
Llama 3.2 11B (Vision),Meta,100B,pools_kL,229.41029181212733,5.735257295303183,mL
Llama 3.2 11B (Vision),Meta,1B,flights_tCO2e,5.433281243057463,0.3259968745834478,gCO2e
Llama 3.2 11B (Vision),Meta,50B,flights_tCO2e,271.6640621528731,0.3259968745834478,gCO2e
Llama 3.2 11B (Vision),Meta,100B,flights_tCO2e,543.3281243057462,0.3259968745834478,gCO2e
Llama 3.2 1B,Meta,1B,energy_MWh,551.6386610406485,0.5516386610406485,Wh
Llama 3.2 1B,Meta,50B,energy_MWh,27581.933052032426,0.5516386610406485,Wh
Llama 3.2 1B,Meta,100B,energy_MWh,55163.86610406485,0.5516386610406485,Wh
Llama 3.2 1B,Meta,1B,water_kL,2911.4907857450653,2.911490785745065,mL
Llama 3.2 1B,Meta,50B,water_kL,145574.53928725325,2.911490785745065,mL
Llama 3.2 1B,Meta,100B,water_kL,291149.0785745065,2.911490785745065,mL
Llama 3.2 1B,Meta,1B,carbon_tCO2e,165.49159831219455,0.1654915983121945,gCO2e
Llama 3.2 1B,Meta,50B,carbon_tCO2e,8274.579915609727,0.1654915983121945,gCO2e
Llama 3.2 1B,Meta,100B,carbon_tCO2e,16549.159831219455,0.1654915983121945,gCO2e
Llama 3.2 1B,Meta,1B,households_MWh,503.7795991238799,0.5516386610406485,Wh
Llama 3.2 1B,Meta,50B,households_MWh,25188.979956194,0.5516386610406485,Wh
Llama 3.2 1B,Meta,100B,households_MWh,50377.95991238799,0.5516386610406485,Wh
Llama 3.2 1B,Meta,1B,pools_kL,1.164596314298026,2.911490785745065,mL
Llama 3.2 1B,Meta,50B,pools_kL,58.2298157149013,2.911490785745065,mL
Llama 3.2 1B,Meta,100B,pools_kL,116.4596314298026,2.911490785745065,mL
Llama 3.2 1B,Meta,1B,flights_tCO2e,2.7581933052032426,0.1654915983121945,gCO2e
Llama 3.2 1B,Meta,50B,flights_tCO2e,137.90966526016211,0.1654915983121945,gCO2e
Llama 3.2 1B,Meta,100B,flights_tCO2e,275.81933052032423,0.1654915983121945,gCO2e
Llama 3.2 90B (Vision),Meta,1B,energy_MWh,6852.134510621107,6.852134510621108,Wh
Llama 3.2 90B (Vision),Meta,50B,energy_MWh,342606.72553105536,6.852134510621108,Wh
Llama 3.2 90B (Vision),Meta,100B,energy_MWh,685213.4510621107,6.852134510621108,Wh
Llama 3.2 90B (Vision),Meta,1B,water_kL,36164.8446697413,36.1648446697413,mL
Llama 3.2 90B (Vision),Meta,50B,water_kL,1808242.233487065,36.1648446697413,mL
Llama 3.2 90B (Vision),Meta,100B,water_kL,3616484.46697413,36.1648446697413,mL
Llama 3.2 90B (Vision),Meta,1B,carbon_tCO2e,2055.640353186332,2.055640353186332,gCO2e
Llama 3.2 90B (Vision),Meta,50B,carbon_tCO2e,102782.0176593166,2.055640353186332,gCO2e
Llama 3.2 90B (Vision),Meta,100B,carbon_tCO2e,205564.0353186332,2.055640353186332,gCO2e
Llama 3.2 90B (Vision),Meta,1B,households_MWh,6257.657087325212,6.852134510621108,Wh
Llama 3.2 90B (Vision),Meta,50B,households_MWh,312882.8543662606,6.852134510621108,Wh
Llama 3.2 90B (Vision),Meta,100B,households_MWh,625765.7087325212,6.852134510621108,Wh
Llama 3.2 90B (Vision),Meta,1B,pools_kL,14.46593786789652,36.1648446697413,mL
Llama 3.2 90B (Vision),Meta,50B,pools_kL,723.2968933948259,36.1648446697413,mL
Llama 3.2 90B (Vision),Meta,100B,pools_kL,1446.593786789652,36.1648446697413,mL
Llama 3.2 90B (Vision),Meta,1B,flights_tCO2e,34.260672553105536,2.055640353186332,gCO2e
Llama 3.2 90B (Vision),Meta,50B,flights_tCO2e,1713.0336276552769,2.055640353186332,gCO2e
Llama 3.2 90B (Vision),Meta,100B,flights_tCO2e,3426.0672553105537,2.055640353186332,gCO2e
o1,OpenAI,1B,energy_MWh,6180.693592631311,6.180693592631311,Wh
o1,OpenAI,50B,energy_MWh,309034.6796315656,6.180693592631311,Wh
o1,OpenAI,100B,energy_MWh,618069.359263131,6.180693592631311,Wh
o1,OpenAI,1B,water_kL,28541.560054543872,28.541560054543872,mL
o1,OpenAI,50B,water_kL,1427078.0027271935,28.541560054543872,mL
o1,OpenAI,100B,water_kL,2854156.005454387,28.541560054543872,mL
o1,OpenAI,1B,carbon_tCO2e,2101.4358214946456,2.1014358214946456,gCO2e
o1,OpenAI,50B,carbon_tCO2e,105071.79107473227,2.1014358214946456,gCO2e
o1,OpenAI,100B,carbon_tCO2e,210143.58214946452,2.1014358214946456,gCO2e
o1,OpenAI,1B,households_MWh,5644.469034366494,6.180693592631311,Wh
o1,OpenAI,50B,households_MWh,282223.45171832474,6.180693592631311,Wh
o1,OpenAI,100B,households_MWh,564446.9034366495,6.180693592631311,Wh
o1,OpenAI,1B,pools_kL,11.41662402181755,28.541560054543872,mL
o1,OpenAI,50B,pools_kL,570.8312010908774,28.541560054543872,mL
o1,OpenAI,100B,pools_kL,1141.6624021817547,28.541560054543872,mL
o1,OpenAI,1B,flights_tCO2e,35.023930358244094,2.1014358214946456,gCO2e
o1,OpenAI,50B,flights_tCO2e,1751.1965179122046,2.1014358214946456,gCO2e
o1,OpenAI,100B,flights_tCO2e,3502.3930358244093,2.1014358214946456,gCO2e
o1-mini,OpenAI,1B,energy_MWh,2316.810241263804,2.3168102412638034,Wh
o1-mini,OpenAI,50B,energy_MWh,115840.51206319018,2.3168102412638034,Wh
o1-mini,OpenAI,100B,energy_MWh,231681.02412638033,2.3168102412638034,Wh
o1-mini,OpenAI,1B,water_kL,10698.698721264636,10.698698721264634,mL
o1-mini,OpenAI,50B,water_kL,534934.9360632317,10.698698721264634,mL
o1-mini,OpenAI,100B,water_kL,1069869.872126463,10.698698721264634,mL
o1-mini,OpenAI,1B,carbon_tCO2e,787.7154820296934,0.7877154820296933,gCO2e
o1-mini,OpenAI,50B,carbon_tCO2e,39385.77410148466,0.7877154820296933,gCO2e
o1-mini,OpenAI,100B,carbon_tCO2e,78771.54820296932,0.7877154820296933,gCO2e
o1-mini,OpenAI,1B,households_MWh,2115.808439510323,2.3168102412638034,Wh
o1-mini,OpenAI,50B,households_MWh,105790.42197551616,2.3168102412638034,Wh
o1-mini,OpenAI,100B,households_MWh,211580.8439510323,2.3168102412638034,Wh
o1-mini,OpenAI,1B,pools_kL,4.279479488505854,10.698698721264634,mL
o1-mini,OpenAI,50B,pools_kL,213.97397442529268,10.698698721264634,mL
o1-mini,OpenAI,100B,pools_kL,427.94794885058536,10.698698721264634,mL
o1-mini,OpenAI,1B,flights_tCO2e,13.128591367161556,0.7877154820296933,gCO2e
o1-mini,OpenAI,50B,flights_tCO2e,656.4295683580777,0.7877154820296933,gCO2e
o1-mini,OpenAI,100B,flights_tCO2e,1312.8591367161555,0.7877154820296933,gCO2e
GPT-4o (Aug),OpenAI,1B,energy_MWh,2221.4537874564176,2.2214537874564177,Wh
GPT-4o (Aug),OpenAI,50B,energy_MWh,111072.6893728209,2.2214537874564177,Wh
GPT-4o (Aug),OpenAI,100B,energy_MWh,222145.3787456418,2.2214537874564177,Wh
GPT-4o (Aug),OpenAI,1B,water_kL,10258.35623993267,10.258356239932668,mL
GPT-4o (Aug),OpenAI,50B,water_kL,512917.8119966334,10.258356239932668,mL
GPT-4o (Aug),OpenAI,100B,water_kL,1025835.6239932668,10.258356239932668,mL
GPT-4o (Aug),OpenAI,1B,carbon_tCO2e,755.294287735182,0.755294287735182,gCO2e
GPT-4o (Aug),OpenAI,50B,carbon_tCO2e,37764.7143867591,0.755294287735182,gCO2e
GPT-4o (Aug),OpenAI,100B,carbon_tCO2e,75529.4287735182,0.755294287735182,gCO2e
GPT-4o (Aug),OpenAI,1B,households_MWh,2028.724920051523,2.2214537874564177,Wh
GPT-4o (Aug),OpenAI,50B,households_MWh,101436.24600257615,2.2214537874564177,Wh
GPT-4o (Aug),OpenAI,100B,households_MWh,202872.4920051523,2.2214537874564177,Wh
GPT-4o (Aug),OpenAI,1B,pools_kL,4.103342495973068,10.258356239932668,mL
GPT-4o (Aug),OpenAI,50B,pools_kL,205.16712479865336,10.258356239932668,mL
GPT-4o (Aug),OpenAI,100B,pools_kL,410.3342495973067,10.258356239932668,mL
GPT-4o (Aug),OpenAI,1B,flights_tCO2e,12.5882381289197,0.755294287735182,gCO2e
GPT-4o (Aug),OpenAI,50B,flights_tCO2e,629.411906445985,0.755294287735182,gCO2e
GPT-4o (Aug),OpenAI,100B,flights_tCO2e,1258.82381289197,0.755294287735182,gCO2e
GPT-4o (May),OpenAI,1B,energy_MWh,5481.177700681429,5.481177700681429,Wh
GPT-4o (May),OpenAI,50B,energy_MWh,274058.88503407146,5.481177700681429,Wh
GPT-4o (May),OpenAI,100B,energy_MWh,548117.7700681429,5.481177700681429,Wh
GPT-4o (May),OpenAI,1B,water_kL,25311.29559636103,25.311295596361028,mL
GPT-4o (May),OpenAI,50B,water_kL,1265564.7798180515,25.311295596361028,mL
GPT-4o (May),OpenAI,100B,water_kL,2531129.559636103,25.311295596361028,mL
GPT-4o (May),OpenAI,1B,carbon_tCO2e,1863.600418231686,1.863600418231686,gCO2e
GPT-4o (May),OpenAI,50B,carbon_tCO2e,93180.0209115843,1.863600418231686,gCO2e
GPT-4o (May),OpenAI,100B,carbon_tCO2e,186360.0418231686,1.863600418231686,gCO2e
GPT-4o (May),OpenAI,1B,households_MWh,5005.641735782127,5.481177700681429,Wh
GPT-4o (May),OpenAI,50B,households_MWh,250282.0867891064,5.481177700681429,Wh
GPT-4o (May),OpenAI,100B,households_MWh,500564.17357821274,5.481177700681429,Wh
GPT-4o (May),OpenAI,1B,pools_kL,10.124518238544413,25.311295596361028,mL
GPT-4o (May),OpenAI,50B,pools_kL,506.2259119272206,25.311295596361028,mL
GPT-4o (May),OpenAI,100B,pools_kL,1012.4518238544412,25.311295596361028,mL
GPT-4o (May),OpenAI,1B,flights_tCO2e,31.0600069705281,1.863600418231686,gCO2e
GPT-4o (May),OpenAI,50B,flights_tCO2e,1553.000348526405,1.863600418231686,gCO2e
GPT-4o (May),OpenAI,100B,flights_tCO2e,3106.00069705281,1.863600418231686,gCO2e
GPT-4 Turbo,OpenAI,1B,energy_MWh,9876.51038051871,9.87651038051871,Wh
GPT-4 Turbo,OpenAI,50B,energy_MWh,493825.5190259355,9.87651038051871,Wh
GPT-4 Turbo,OpenAI,100B,energy_MWh,987651.038051871,9.87651038051871,Wh
GPT-4 Turbo,OpenAI,1B,water_kL,45608.31400718103,45.60831400718103,mL
GPT-4 Turbo,OpenAI,50B,water_kL,2280415.700359051,45.60831400718103,mL
GPT-4 Turbo,OpenAI,100B,water_kL,4560831.400718102,45.60831400718103,mL
GPT-4 Turbo,OpenAI,1B,carbon_tCO2e,3358.013529376361,3.358013529376361,gCO2e
GPT-4 Turbo,OpenAI,50B,carbon_tCO2e,167900.67646881807,3.358013529376361,gCO2e
GPT-4 Turbo,OpenAI,100B,carbon_tCO2e,335801.35293763614,3.358013529376361,gCO2e
GPT-4 Turbo,OpenAI,1B,households_MWh,9019.64418312211,9.87651038051871,Wh
GPT-4 Turbo,OpenAI,50B,households_MWh,450982.2091561055,9.87651038051871,Wh
GPT-4 Turbo,OpenAI,100B,households_MWh,901964.4183122109,9.87651038051871,Wh
GPT-4 Turbo,OpenAI,1B,pools_kL,18.24332560287241,45.60831400718103,mL
GPT-4 Turbo,OpenAI,50B,pools_kL,912.1662801436204,45.60831400718103,mL
GPT-4 Turbo,OpenAI,100B,pools_kL,1824.332560287241,45.60831400718103,mL
GPT-4 Turbo,OpenAI,1B,flights_tCO2e,55.966892156272685,3.358013529376361,gCO2e
GPT-4 Turbo,OpenAI,50B,flights_tCO2e,2798.3446078136344,3.358013529376361,gCO2e
GPT-4 Turbo,OpenAI,100B,flights_tCO2e,5596.689215627269,3.358013529376361,gCO2e
GPT-4o mini,OpenAI,1B,energy_MWh,3098.254741466083,3.098254741466083,Wh
